slug;title;description;cover_url;language;bunny_url
largando-o-astro-das-corridas;Largando o Astro das Corridas;Largar o astro das corridas era mais fácil de dizer do que de fazer — especialmente quando cada vez que ela tentava ir embora, ele aparecia mais veloz do que qualquer carro que já pilotou.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1765207857107-mnwser.jpg;dublado;https://doramasplus.b-cdn.net/Largando%20o%20Astro%20das%20Corridas.mp4
o-lutador-que-roubou-minha-pulsacao;O Lutador que roubou minha Pulsação;Um beijo por impulso no misterioso bartender Troy lança Mia no submundo violento das lutas clandestinas, onde ele reina invicto. Durante uma batida policial, ela salva a vida de Logan, o maior rival dele, e a atração perigosa entre os dois vira incêndio. Mas Troy esconde um segredo devastador. Amanda, sua namorada manipuladora, usa esse trauma como arma para mantê-lo sob controle. Enquanto isso, Serge, um chefão do submundo do crime, prepara uma vingança implacável. Quando Mia é sequestrada e usada como isca para obrigar Troy a perder no ringue, ela precisa salvar o homem que ama de se tornar o monstro que mais teme. No mundo brutal das lutas clandestinas, o amor é a única chance de redenção. Ele fez o coração dela disparar. Ela pode salvar a alma dele.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767025807110-lo92ie.jpg;legendado;https://doramasplus.b-cdn.net/O%20Lutador%20que%20roubou%20minha%20Pulsa%C3%A7%C3%A3o.mp4
meu-dom-da-riqueza;Meu dom da Riqueza;Ela nasceu com um dom que não pediu e que ninguém acreditava até ver. A riqueza que o dom trouxe foi a parte simples — aprender a confiar no que sentia, mesmo quando contrariava tudo e todos, era o verdadeiro desafio.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1765208705490-adxizh.jpg;dublado;https://doramasplus.b-cdn.net/Meu%20dom%20da%20Riqueza.mp4
o-herdeiro-de-seis-anos-o-principe-mirim-a-familia-se-rende;O Herdeiro de Seis Anos/ O Príncipe mirim: A família se Rende;"Por seis anos, José Linz ficou em coma, e Sofia, sua esposa, cuidou dele com todo o cuidado do mundo — vendeu casa, carro, tudo o que tinha. Os médicos já haviam perdido as esperanças, mas graças à dedicação de Sofia, o quadro dele finalmente melhorou. Decidiram operá-lo, só que a cirurgia custava uma fortuna. Para conseguir o dinheiro, Sofia e os dois filhos procuraram trabalho por todos os lados.

Um dia, eles encontraram o avô de Marcos, que desmaiou enquanto procurava o neto desaparecido. Em agradecimento, o senhor os contratou como empregados em sua mansão. Mais tarde, o assistente do velho informou que Marcos havia sido encontrado. Quando Sofia viu seu marido, José Linz, sendo levado para a casa do avô de Marcos, percebeu que um segredo do passado estava prestes a vir à tona.";https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767024622983-wf8og4.jpg;dublado;https://doramasplus.b-cdn.net/O%20Herdeiro%20de%206%20anos.mp4
quando-o-passado-ecoa;Quando o passado Ecoa;Durante três anos, Ariana Chambers dedicou sua vida a cuidar do CEO Elias Hawkins, preso em um coma profundo. Após ele despertar, a vida dos dois se tornou mais próxima e afetuosa. No dia do aniversário dele, Ariana decide revelar toda a verdade: ela é a lendária Dra. Genius, e também a garota que salvou sua vida na infância. Mas o destino interfere cruelmente. Veronica, sua irmã e o primeiro amor de Elias, reaparece. Dividido, ele faz sua escolha, e não é Ariana. De coração partido, Ariana decidiu se divorciar e escondeu sua verdadeira identidade. Sua partida devastou Elias. Enquanto luta para reconquistar ela, ele acaba descobrindo uma verdade chocante: a esposa que sempre teve como garantida é a mesma médica a quem ele implora para salvar Veronica, e também a salvadora de sua infância, cujo coração ele partiu duas vezes. ;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767025065231-zpdqcb.jpg;legendado;https://doramasplus.b-cdn.net/Quando%20o%20passado%20Ecoa.mp4
amando-o-melhor-amigo-do-meu-irmao;Amando o melhor amigo do meu Irmão;Kaitlyn Sinclair começa a faculdade achando que vai viver um sonho ao lado do namorado do ensino médio — até pegá-lo a traindo logo nos primeiros dias. Sem ter pra onde ir, ela se muda para o apartamento do irmão, que está fazendo intercâmbio no exterior. Só que ela não contava em dividir o espaço com Cole, o melhor amigo dele… e sua;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767025270510-p775jc.jpg;dublado;https://doramasplus.b-cdn.net/Amando%20o%20melhor%20amigo%20do%20meu%20Irm%C3%A3o.mp4
amor-a-primeira-vista;Amor a Primeira Vista;Dizem que amor à primeira vista não existe. Eles provaram o contrário num único olhar — e então o mundo inteiro conspirou para separá-los. A questão não é se se amam, mas se vão ser corajosos o suficiente para lutar.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767112617619-dw0ky.jpg;dublado;https://doramasplus.b-cdn.net/Amor%20a%20Primeira%20Vista.mp4
casamento-no-inferno-amor-traido-coracao-gelado;Casamento no Inferno/ Amor Traido coração Gelado;O casamento deles parecia um inferno — e ainda assim nenhum dos dois conseguia sair. Por trás do amor traído e do coração gelado havia uma história de feridas antigas que precisavam ser ditas antes que o fogo consumisse tudo.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767110563499-u5zil.jpg;legendado;https://doramasplus.b-cdn.net/AMOR%20TRAIDO%20CORA%C3%87%C3%83O%20GELADO%20-%20DRAMAWAVE.mp4
lapd-abra-seu-coracao;Lapd Abra seu Coração;Depois de uma noite de bebedeira com o comissário Darren, Mary usurpa a identidade de sua amiga Nora. Enquanto Darren suspeita de Nora, Mary conspira com um infiltrado para culpá-la.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767126450166-2t9qn.jpg;dublado;https://doramasplus.b-cdn.net/Lapd%20Abra%20seu%20Cora%C3%A7%C3%A3o.mp4
betty-do-aparelho-brace-face-betty;Betty do Aparelho/ Brace face Betty;Betty, uma garota tímida e alvo de bullying, chama a atenção do bad boy mais cobiçado da escola. Entre segredos e traições, ela descobre sua força enquanto tenta entender se o interesse dele é real ou apenas um jogo.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767187428019-5a5sug.jpg;legendado;https://doramasplus.b-cdn.net/Betty%20do%20Aparelho%20Brace%20face%20Betty.mp4
elas-por-elas-divorcio-ou-morte;Elas por elas, Divorcio ou Morte;Caroline, uma especialista de elite em Intervenção contra Abusos na PunishDash, com um histórico imbatível de dominação de agressores, se apaixonou por Richard — um violento doméstico disfarçado — durante um encontro às cegas. Casaram-se rapidamente. Quando Richard tentou controlá-la, ela o dominou com facilidade, aplicando uma retaliação brutal. Ironicamente, Richard, o agressor, acabou se tornando vítima de sua própria violência.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767188070618-jdqdb.jpg;dublado;https://doramasplus.b-cdn.net/Elas%20por%20elas%2C%20Divorcio%20ou%20Morte.mp4
meu-criado-da-mafia-meu-servo-da-mafia;Meu Criado da Máfia, Meu Servo da Máfia;Ter um servo da máfia não era exatamente o que ela havia pedido ao universo. Mas quando ele chegou, leal e absolutamente imprevisível, ela descobriu que alguns presentes não vêm embrulhados — chegam armados.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1765990681255-579hw.jpg;legendado;https://doramasplus.b-cdn.net/Meu%20Criado%20da%20M%C3%A1fia%2C%20Meu%20Servo%20da%20M%C3%A1fia.mp4
da-chefe-a-madrasta-filho-nao-surta;Da Chefe a Madrasta: Filho, Não Surta!;Um tigre financeiro encontra o verdadeiro amor, e uma relação fingida se transforma em algo real, com um nível de doçura incrível! Veja como um presidente distante tem sua vida reclusa quebrada pelo amor.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767189342882-4pi8y3.jpg;dublado;https://doramasplus.b-cdn.net/Da%20Chefe%20a%20Madrasta%20Filho%2C%20N%C3%A3o%20Surta!.mp4
objecao-a-justica-sempre-retorna;Objeção! A Justiça sempre Retorna;Após defender um suspeito criminal, o renomado advogado Benício Furtado sofre uma perda devastadora: seu pai é morto num ato de vingança pela família da vítima, mergulhando-o em culpa e escuridão. Mais tarde, quando um trabalhador que sempre o ajudou é ferido e tem a compensação negada pela Hanbras Construtora, Benício une forças com a advogada Luciana para lutar por justiça. Eles vencem o processo — mas a batalha está longe de terminar.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767189915817-k3gaqn.jpg;dublado;https://doramasplus.b-cdn.net/Obje%C3%A7%C3%A3o!%20A%20Justi%C3%A7a%20sempre%20Retorna.mp4
the-fake-debutante-and-the-true-bilionairefalso-iniciante-e-bilionario-verdadeiro;The Fake Debutante and the True Bilionaire/Falso Iniciante e Bilionário Verdadeiro;Ela finge ser quem não é. Ele é exatamente quem parece não ser. Quando as máscaras caem, o jogo muda completamente — e o que começou como uma farsa pode ser a coisa mais real que qualquer um dos dois já sentiu.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767187012171-dgzo7.jpg;legendado;https://doramasplus.b-cdn.net/falso%20iniciante%20e%20o%20bilion%C3%A1rio%20verdadeiro.mp4
um-relacionamento-indefinido-com-meu-amigo-bilionario;Um Relacionamento indefinido com meu amigo Bilionário;Um bilionário ficou sem dinheiro para o chá, mas acabou conhecendo o amor da sua vida. Garota é apenas uma cantora simples e pobre, mas conheceu um ...;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767310147585-x8ehl.jpg;dublado;https://doramasplus.b-cdn.net/Um%20Relacionamento%20indefinido%20com%20meu%20amigo%20Bilion%C3%A1rio.mp4
a-chefe-legista-largou-tudo;A Chefe Legista largou Tudo;A principal médica legista, Liz Santos, era desprezada por todos, enquanto Maira Lumes, que se autodenominava “a que ouve os mortos”, era reverenciada e ainda conseguia recitar mais rápido os laudos que Liz escrevia. Até que familiares extremistas, odiando Liz por supostamente profanar os corpos, a mataram. Depois de renascer, Liz pediu transferência de cargo, e foi então que Maira entrou em pânico.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767472281139-1cdao.jpg;dublado;https://doramasplus.b-cdn.net/A%20Chefe%20Legista%20largou%20Tudo.mp4
papai-nao-va-por-favor-salve-a-mamae;Papai não vá! Por favor Salve a Mamãe;A voz de uma criança suplicando ao pai para não ir embora. Uma mãe que precisa ser salva. Uma família que depende de uma única decisão. Uma história que vai apertar o coração até o fim.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767188886538-9yexx.jpg;dublado;https://doramasplus.b-cdn.net/Papai%20n%C3%A3o%20v%C3%A1!%20Por%20favor%20Salve%20a%20Mam%C3%A3e.mp4
empatia-e-egoismo-a-mulher-que-condenou-a-propia-filha;Empatia e Egoísmo a mulher que Condenou a Própia Filha;"Uma corrida contra o tempo, um segredo que destrói vidas —
🚑 ""Cada segundo conta. Uma criança à beira da morte, uma mulher pronta para sacrificar tudo por ela.""
Jennifer enfrenta a manhã mais angustiante de sua vida: salvar uma menina gravemente ferida, lutando contra o trânsito, contra o relógio — e contra a indiferença humana. ⏳💔
🚗 ""Até que uma milionária arrogante bloqueia a ambulância — porque seu tempo vale mais que uma vida.""
Em um ato de egoísmo extremo, uma socialite com um carro de luxo fecha a passagem, ignorando as sirenes e os gritos de socorro. O que ela não sabe: aquela criança é sua própria filha, sequestrada anos atrás. 😱
💥 ""Quando a verdade surgir, ela entenderá: o maior inimigo de sua filha era ela mesma.""";https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767191146609-xzdxn.jpg;dublado;https://doramasplus.b-cdn.net/Empatia%20e%20Ego%C3%ADsmo%20a%20mulher%20que%20Condenou%20a%20Pr%C3%B3pia%20Filha.mp4
o-amor-que-eu-perdi;O Amor que eu Perdi;Quando ela era jovem, ela arriscou a vida para salvar o príncipe e depois entrou no palácio e cresceu com o príncipe. Dez anos depois, o príncipe a pediu em casamento, mas ela ficou extremamente decepcionada e foi para Xixia para se casar. Quando o príncipe finalmente descobriu que ela era quem ele amava, ela se apaixonou pelo príncipe de Xixia.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767191528449-w3q5gq.jpg;dublado;https://doramasplus.b-cdn.net/O%20Amor%20que%20eu%20Perdi.mp4
matei-meu-padrasto-com-um-beijo;Matei meu padrasto com um Beijo;O título é chocante, mas a história é mais complexa do que parece. Entre o passado que a assombra e o beijo que mudou tudo, ela descobre que sobreviver não é o mesmo que viver — e que às vezes os limites mais difíceis são os que traçamos para nós mesmos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1765978966361-mlj2mt.jpg;legendado;https://doramasplus.b-cdn.net/Matei%20meu%20padrasto%20com%20um%20Beijo.mp4
coracao-de-ouro-uma-bondade-vale-ouro;Coração de Ouro/ Uma Bondade vale Ouro;Depois que Henrique Moreira é traído por seu filho e filha adotivos e por Fernando Lopes, o Grupo Tenax vai à falência, sua mãe adoece e seus funcionários perdem seus salários. Lucas Almeida retribui o favor ajudando-o a entrar para o Grupo Almeida. Em uma competição no Grupo Lumina, Henrique leva sua equipe à vitória e ganha a cooperação, enquanto Fernando e os outros são processados pela lei por seus atos malignos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767302348241-0gyr18.jpg;dublado;https://doramasplus.b-cdn.net/CORA%C3%87%C3%83O%20DE%20OURO%20DUBLADO.mp4
o-retorno-triunfal-do-deus-infinito;O Retorno Triunfal do Deus Infinito;Rafael, o Deus do Infinito, cuja inteligência foi selada pelo ciclo de reencarnação e que acabou vagando em Verdesia, foi salvo por Camila e se casou com ela. O rico Ricardo, cobiçando Camila, manda atacar Rafael, mas isso acaba fazendo com que Rafael recupere seus poderes. De volta ao comando da Seita do Infinito, Rafael derrota seus inimigos, salva sua esposa e faz um retorno triunfal no Torneio do Infinito, seguindo seu destino ao lado de Camila.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767302700845-0qqvy.jpg;dublado;https://doramasplus.b-cdn.net/O%20Retorno%20triunfal%20do%20Deus%20Infinito.mp4
te-amo-sem-razao;Te amo sem Razão;Ela não sabe explicar. Ele também não. Mas o sentimento está lá, sem justificativa e sem razão — e talvez o amor mais verdadeiro seja exatamente esse: o que não precisa de nenhuma.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767198198975-ksnbz.jpg;dublado;https://doramasplus.b-cdn.net/Te%20amo%20sem%20Raz%C3%A3o%20Dublado.mp4
presa-pelo-amor-que-me-salvou;Presa Pelo amor que me Salvou;Carregando a dívida esmagadora deixada por seu pai, Yvette termina com o namorado, Archer, fingindo ter dormido com outro homem. Mas, ao persegui-la, Archer é atropelado por um carro e quase morre. Anos depois, Yvette cria em segredo o filho de Archer, enquanto ele conquista o mundo dos negócios. Quando seus caminhos se cruzam novamente, o ódio mútuo e o amor reprimido os consome como chamas ardentes…;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767307566274-ho3l9b.jpg;dublado;https://doramasplus.b-cdn.net/Presa%20Pelo%20amor%20que%20me%20Salvou.mp4
trapaca-fina-vinganca-divina;Trapaça Fina, Vingança Divina;Sérgio Alves, marcado pela morte do pai no jogo, aprende a arte da trapaça para se vingar. Ele recruta um time de especialistas do mundo de jogos — Susana, Noite, Dora e Heitor — para um grande acerto de contas. Entre blefes e riscos, Sérgio busca a verdade e a justiça, apostando tudo para destruir a máfia dos cassinos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767308631376-y1cfir.jpg;dublado;https://doramasplus.b-cdn.net/Trapa%C3%A7a%20Fina%2C%20Vingan%C3%A7a%20Divina.mp4
armadilha-nupcial-casamento-em-chamas;Armadilha Nupcial, Casamento em Chamas;O casamento foi uma armadilha desde o início — mas as chamas que ele acendeu eram completamente reais. Quando tudo começa a queimar, nenhum dos dois sabe mais se quer escapar ou se jogar de vez no fogo.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767197712847-2crbcq.jpg;dublado;https://doramasplus.b-cdn.net/Armadilha%20Nupcial%2C%20Casamento%20em%20Chamas.mp4
o-segredo-do-anjo;O Segredo do Anjo;Grávida, Phoenix fica em choque quando Miranda, a ex de seu marido Adam, aparece com uma criança. O espanto logo se transforma em desespero quando Miranda empurra ela escada abaix e Adam, acreditando nas mentiras da ex, abandona a esposa enquanto ela sofre um aborto. O que ninguém sabe é que Phoenix é, na verdade, uma herdeira bilionária e a artista mundialmente famosa conhecida como Angel. Agora, deixando sua antiga identidade para trás, ela está pronta para retomar seu poder e fazer justiça com as próprias mãos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767357810786-yv1ul.jpg;dublado;https://doramasplus.b-cdn.net/O%20Segredo%20do%20Anjo.mp4
de-evenenada-a-inimiga-implacavel;De Evenenada a Inimiga Implacável;Isabela, antiga senhora da casa do marquês, foi envenenada após adotar os filhos de uma amante do marido. Ao renascer, busca vingança: rebaixa a filha antes destinada a herdeira, deixa a primogênita ser conbina servil na residência do Príncipe Hari e recupera seu poder e status.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767358762901-240gch.jpg;dublado;https://doramasplus.b-cdn.net/De%20Evenenada%20a%20Inimiga%20Implac%C3%A1vel.mp4
do-demitido-ao-temido-jamais-ao-seu-alcance;Do Demitido ao Temido, Jamais ao seu Alcançe;Para cumprir um acordo de noivado, Armando entra no Grupo Almeida e ajuda secretamente Danila a se destacar como empresária. Em troca, recebe desprezo e humilhações. Ferido, ele pede demissão, rompe o noivado e desaparece. Logo, sua verdadeira identidade é revelada: ele é o herdeiro do Grupo Medeiros. Com sua saída, o Grupo Almeida colapsa, e Danila percebe tarde demais o valor do homem que perdeu.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767301998894-h6ezcu.jpg;dublado;https://doramasplus.b-cdn.net/Do%20Demitido%20ao%20Temido%2C%20Jamais%20ao%20seu%20Alcan%C3%A7e%20(2).mp4
a-menina-doce-rebeldia;A Menina doce Rebeldia;Após dez anos de tortura mental, Lu Mingye usou Duan Xiuming para escapar à família Lu, mas caiu em absoluta obediência e confiança. Ela recuperou a sua liberdade para desenvolver a pintura e para se encontrar!;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767361340079-3oqqjc.jpg;dublado;https://doramasplus.b-cdn.net/A%20Menina%20doce%20Rebeldia.mp4
romance-secreto-com-o-pai-do-meu-namorado;Romance secreto com o pai do meu Namorado;Ela nunca imaginou que se apaixonaria pelo pai do namorado. Mas os sentimentos não pedem permissão — e manter o segredo enquanto convive com os dois se torna cada dia mais impossível.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767381394418-z9xnys.jpg;legendado;https://doramasplus.b-cdn.net/Romance%20secreto%20com%20o%20pai%20do%20meu%20Namorado.mp4
take-mi-breath-away-tire-meu-folego;Take mi breath Away/ Tire meu Fôlego;Para salvar sua irmã doente, Annabelle se casa com Henry Livingstone, um príncipe cujas esposas desaparecem misteriosamente. Em seu palácio na floresta, ela suporta controle e punição por meio de uma coleira especial, mas se torna mais forte apesar de seus medos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767377047479-myvhkg.jpg;legendado;https://doramasplus.b-cdn.net/Take%20mi%20breath%20Away%20Tire%20meu%20F%C3%B4lego.mp4
bilionario-em-fuga-torna-se-minha-noiva;Bilionário em fuga torna-se minha Noiva;Deixada no altar, Liana Medeiros faz algo impulsivo: casa-se com Jacob Hamilton, um bilionário misterioso marcado por seus próprios traumas. O que começa como um acordo frio logo se torna uma jornada de paixão e cura. Entre ex-parceiros intrometidos, dramas familiares e disputas corporativas, será que esse romance inesperado virará amor verdadeiro ou o passado os destruirá?;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767447635261-dj1ge.jpg;dublado;https://doramasplus.b-cdn.net/Bilionario%20em%20fuga%20torna-se%20minha%20noiva.mp4
minha-familia-me-vendeu-para-um-chefe-do-crime;Minha Família me vendeu para um chefe do Crime;"Quando Lilian Grey é forçada a casar com o temido mafioso Adam Steel, a sua vida transforma-se num jogo perigoso de paixão e mentira. O seu papel de esposa vira o de criada quando descobre que Adam é casado em segredo com outra mulher. A viver sob o mesmo teto com a esposa de Adam e o seu irmão enigmático, Lilian desvenda mentiras de família, um mistério num baile de máscaras e doenças falsas, enquanto lida com desejos proibidos. Mas cada passo em direção ao amor revela inimigos escondidos mais próximos do que alguma vez imaginou.

";https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767448294532-e0sn9t.jpg;dublado;https://doramasplus.b-cdn.net/Minha%20Fam%C3%ADlia%20me%20vendeu%20para%20um%20chefe%20do%20Crime.mp4
beleza-fria-nova-vida;Beleza Fria nova Vida;Por fora era só mais uma face bonita e fria. Por dentro havia uma vida inteira sendo reconstruída, pedaço por pedaço. A beleza fria escondia a mulher mais quente e determinada que qualquer um jamais encontraria.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767359199869-ufce2.jpg;dublado;https://doramasplus.b-cdn.net/Beleza%20Fria%20nova%20Vida.mp4
sou-a-obsessao-mais-perigosa-dela;Sou a Obsessão mais perigosa Dela;Ela tem uma obsessão por ele — e ele sabe disso. Mas o que ela sente vai além do que qualquer um esperava, e quando os papéis se invertem, fica difícil dizer quem realmente está preso em quem.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767400026841-3f4r1.jpg;legendado;https://doramasplus.b-cdn.net/Sou%20a%20Obsess%C3%A3o%20mais%20perigosa%20Dela.mp4
amor-que-nao-escapa-parte-1;Amor que não Escapa parte 1;Sem Sinopse Amor que não Escapa assistir online;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1773943216050-tsc7rq.jpg;legendado;https://doramasplus.b-cdn.net/Amor%20que%20n%C3%A3o%20Escapa.mp4
depois-do-termino-casei-com-o-chefao-da-mafia-a-medica-da-aldeia-meu-chefao-infantiu-o-amor-que-ele-ganha;Depois do término casei com o chefão da Máfia/ A Médica da Aldeia/ Meu Chefão infantiu o amor que ele Ganha;"A médica do Interior Ana Silva trabalhou duro para bancar os estudos do noivo, Carlos Ferreira. Mas descobre que ele já se casou e tem um filho na cidade. De coração partido, ela termina tudo. Nesse meio-tempo, Ana acaba salvando por engano o temido chefe da máfia, Lucas Souza, que se apaixona por ela à primeira vista e logo lhe propõe casamento. Fora de casa, Lucas é um homem frio e perigoso; em casa, é um “cachorrinho” obediente e carinhoso. Entre situações engraçadas, tensas e cheias de doçura, Ana acaba se apaixonando por ele e descobre sua verdadeira identidade. Já a esposa de Carlos, com medo de que Ana volte para o ex, passa a persegui-la — mas, no fim, ela e Carlos pagam caro por suas mentiras e egoísmo. ";https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767449148006-xgx7ho.jpg;legendado;https://doramasplus.b-cdn.net/Depois%20do%20t%C3%A9rmino%20casei%20com%20o%20chef%C3%A3o%20da%20M%C3%A1fia.mp4
em-ano-de-fome-eu-prospero;Em ano de Fome eu Prospero;Enquanto todos ao redor sucumbiam à escassez, ela encontrou um caminho que ninguém conseguia explicar. O segredo não estava na sorte — estava numa resiliência e numa inteligência que a fome nunca conseguiu apagar.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767471722004-81y3o.jpg;legendado;https://doramasplus.b-cdn.net/Em%20ano%20de%20Fome%20eu%20Prospero.mp4
gravidez-acidental-romance-com-o-ceo;Gravidez acidental romance com o Ceo;Lúcia fez um exame pré-nupcial e, por engano, acabou passando por uma inseminação artificial, ficando grávida do filho do CEO Luís. A vida pacífica da Lúcia mudou completamente ao carregar um filho sem pai, o que também a fez enxergar algumas pessoas com clareza. Seu namorado, desconfiando de traição, a agrediu, e seu diretor abusivo a assediou, mas ela foi várias vezes ajudada pelo CEO. A humilde Lúcia tornou-se secretária do Luís e, com seu apoio, decidiu enfrentar um novo começo, corajosamente optando por interromper a gravidez. Ela se transformou, ficando mais bonita e mais forte, e ao mesmo tempo o cuidado do CEO por ela foi aos poucos mudando de natureza. meno;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767453077347-n8w2g.jpg;legendado;https://doramasplus.b-cdn.net/Gravidez%20acidental%20romance%20com%20o%20Ceo.mp4
esposa-inesperada-bela-adormecida;Esposa Inesperada Bela Adormecida;Ela dormia como uma bela adormecida em uma vida que não escolheu. Quando o inesperado a fez esposa de alguém que também não esperava por ela, os dois descobriram que os contos de fadas mais bonitos são os que ninguém roteirizou.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1768853805771-kdd7j1.jpg;dublado;https://doramasplus.b-cdn.net/Esposa%20Inesperada%20Bela%20Adormecida.mp4
meu-irmao-da-marinha-por-favor-tome-pegue-leve-aceite-meu-corpo-my-navy-brother-please-take-my-body;Meu Irmão da Marinha, Por favor tome, Pegue, leve, Aceite meu Corpo/ My Navy Brother, Please take my body;O pedido era inusitado e absolutamente impossível de ignorar. O irmão da marinha que ela pediu para tomar conta de si mesma não esperava que cuidar dela custaria exatamente o que ele mais temia: sentir.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1771772080725-x5frag.jpg;legendado;https://doramasplus.b-cdn.net/Meu%20Irm%C3%A3o%20da%20Marinha%2C%20Por%20favor%20tome%2C%20Pegue%2C%20leve%2C%20Aceite%20meu%20Corpo.%20My%20Navy%20Brother%2C%20Please%20take%20my%20body%2C.mp4
em-nome-do-seu-bem;Em Nome do seu Bem;Sandro foi forçado pela própria filha e genro a entrar na casa de repouso. Para sua surpresa, o lugar era uma prisão disfarçada para idosos, da qual ninguém saía. Lá, ele definhou até a morte. Mas o destino lhe deu uma segunda chance. Reencarnado, ele jura expulsar a filha e o genro de casa e recuperar tudo que lhe roubaram.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767455212878-o5t2wr.jpg;dublado;https://doramasplus.b-cdn.net/Em%20Nome%20do%20seu%20Bem.mp4
casados-num-piscar-de-olhos-e-totalmente-mimados;Casados num Piscar de Olhos e totalmente Mimados;Quando seu noivo desaparece misteriosamente, ela não imagina que seu destino a levará para os braços de um magnata impiedoso e sedutor. Forçada a se casar com um bilionário poderoso, o que começa como um acordo de conveniência logo se transforma em um turbilhão de paixões, segredos e conspirações. Entre festas luxuosas, identidades ocultas e uma rivalidade familiar explosiva, ela terá que escolher entre o dever e o desejo – e descobrir se o amor pode realmente nascer da traição.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767455837493-hoxxon.jpg;dublado;https://doramasplus.b-cdn.net/Casados%20num%20Piscar%20de%20Olhos%20e%20totalmente%20Mimados.mp4
